"";"classe 1";"classe 2";"classe 3"
"laguna";-8,722;-1,031;13,912
"jiménez";-3,688;2,146;0,552
"imperativo";-33,354;18,04;5,571
"generation";-0,409;15,61;-6,22
"femenino";68,787;-6,374;-38,679
"eva";-3,411;-3,916;11,534
"estructural";-4,431;4,424;0,177
"enunciar";9,899;-2,047;-3,94
"dinero";72,027;-13,351;-30,434
"dialogar";-0,007;-1,192;0,893
"cimiento";-10,12;-3,202;20,868
"certificación";-39,115;78,106;-0,638
"any";4,608;-0,693;-2,155
"alma";91,399;-11,402;-46,235
"alejandro";44,166;-6,49;-20,869
"women";-1,953;4,517;-0,089
"tar";-4,788;-2,186;11,144
"sustainable";-2,604;17,321;-2,874
"sofisticación";20,661;-6,579;-6,118
"representativo";1,395;4,737;-8,368
"prólogo";0,158;0,367;-0,762
"polímatas";66,975;-10,596;-30,604
"petición";44,829;-12,662;-14,573
"normalmente";17,126;-7,616;-3,671
"nas";22,125;-7,676;-6,089
"incidir";-10,773;11,216;0,361
"incidente";-2,205;98,933;-40,98
"imprimir";55,61;-6,785;-28,376
"ilustración";57,166;-11,055;-23,616
"foundation";-0,78;9,222;-2,337
"escritor";67,551;-8,542;-33,99
"dx";-7,88;22,753;-0,988
"convenir";1,312;-1,249;-0,063
"autorizar";1,681;33,176;-34,146
"ataque";37,492;0,198;-41,205
"asesoramiento";-7,936;4,976;1,052
"area";-10,971;6,623;1,55
"application";0,281;-0,017;-0,177
"algorítmicos";-10,596;64,609;-9,84
"ajedrez";96,85;-14,562;-45,297
"academy";-0,714;-5,586;7,332
"ágil";-13,272;2,558;5,493
"uu";4,338;26,047;-37,249
"subyacente";-0,203;0,006;0,149
"serio";4,038;-2,883;-0,419
"relativamente";8,388;-0,242;-6,153
"refinar";14,272;-10,276;-1,454
"recopilados";-13,006;1,153;7,416
"receta";65,584;-13,405;-26,275
"raíz";9,152;0,486;-12,595
"proactiva";-33,664;27,475;2,56
"nuevamente";20,383;-0,298;-16,329
"mañana";51,093;-8,977;-22,191
"madurez";-17,262;74,758;-7,437
"inferior";30,536;-7,247;-11,185
"impulso";0;38,291;-23,927
"impresión";9,864;-12,662;-0,087
"huang";3,009;-0,47;-1,384
"gene";-5,172;-0,19;6,752
"gen";2,85;0,024;-3,223
"estatal";-11,473;111,687;-25,088
"espíritu";0,156;0,018;-0,248
"empoderamiento";-41,069;5,065;20,868
"dra";1,795;1,672;-5,527
"currículum";-10,684;-0,001;10,608
"colocar";27,028;-3,53;-13,424
"alterar";11,516;-1,521;-5,694
"agradecer";0,171;17,445;-13,802
"ade";-12,224;0,594;8,146
"activity";0,187;0,102;-0,464
"acm";3,446;-1,155;-0,977
"véase";-0,595;7,461;-1,953
"válido";2,708;-2,047;-0,248
"sites";-0,002;15,992;-9,725
"rural";5,419;7;-19,365
"rojo";25,441;-2,194;-14,631
"pue";-0,26;-5,423;5,517
"positivamente";-10,773;-5,423;25,961
"podcast";33,118;-10,168;-10,1
"fundamentalmente";-11,265;-5,617;27,054
"funcional";-2,044;-2,727;7,418
"federal";-0,002;53,546;-33,067
"excepción";0,562;11,216;-11,516
"exactitud";0,06;-8,759;4,407
"ecuador";-0,421;2,093;-0,253
"doctorar";7,468;2,462;-15,599
"comunitario";-8,268;20,089;-0,488
"cierre";5,028;-0,104;-3,867
"autenticidad";0,248;-10,726;4,407
"alexa";79,928;-12,018;-37,383
"think";3,446;-1,155;-0,977
"pronto";69,042;-10,726;-31,815
"pasivo";-10,773;-1,911;18,89
"parcial";10,636;-0,007;-10,011
"observatorio";-2,465;72,721;-26,98
"next";0,103;11,477;-8,998
"mobile";6,144;-0,924;-2,874
"mathematics";-0,698;10,042;-2,824
"masa";63,09;-7,892;-31,881
"lanzamiento";9,02;3,052;-18,995
"intermedio";12,413;-2,273;-5,279
"inserción";-29,531;59,064;-0,488
"inicialmente";1,571;-0,565;-0,419
"experience";0,281;-1,386;0,166
"empleador";-18,405;3,14;8,112
"cc";-1,369;-0,11;2,022
"assistant";27,075;-7,393;-9,02
"arroyo";25,838;-11,973;-5,279
"apps";19,142;-4,571;-6,984
"alejar";13,312;-1,031;-7,903
"adecuación";-11,979;-0,487;15,853
"urgencia";-9,329;10,802;0,18
"uni";-3,083;9,976;-0,578
"tutorías";-21,176;-10,051;49,967
"sensación";43,462;-12,432;-13,996
"ración";-17,262;-0,928;23,805
"marín";-2,841;1,482;0,499
"health";2,795;0,071;-3,486
"estructurados";10,669;-5,346;-1,978
"destrezas";-17,262;0;16,962
"demandar";-8,268;1,636;3,373
"conoci";-17,833;-5,23;35,93
"conceptualización";-7,484;0,415;4,843
"cognitive";3,001;-1,617;-0,504
"cero";18,649;-4,284;-6,971
"africano";-5,404;104,065;-33,305
"adaptable";-13,802;-5,23;30,151
"zhang";0,003;-1,008;0,552
"subir";70,288;-6,579;-39,395
"rendición";-36,511;160,019;-16,206
"proyectar";0,062;0,033;-0,152
"paz";-0,506;56,983;-27,777
"iv";-6,819;59,13;-12,244
"inclusivos";-38,464;3,685;21,396
"explicabilidad";-28,261;104,211;-7,912
"enhance";-0,791;-1,155;2,998
"educacion";-3,072;55,801;-17,438
"computador";30,14;-4,471;-14,182
"circuito";4,608;-3,201;-0,505
"barrio";53,569;-9,223;-23,504
"artefacto";8,281;-6,374;-0,728
"algorithms";-1,116;0,071;0,699
"advanced";15,955;-0,11;-13,653
"activities";1,863;-1,386;-0,177
"vigente";-28,896;176,758;-27,01
"sinergia";-28,261;0,594;21,69
"simbólico";45,513;-6,374;-21,959
"riqueza";-0,192;6,561;-2,538
"revelar|reveler";-2,81;-3,36;9,683
"renovar";-7,82;5,374;0,876
"rasgo";8,231;-0,225;-6,089
"perpetuar";-31,735;144,087;-15,362
"manuel";0,095;1,254;-1,419
"machado";24,023;-12,943;-4,035
"justificación";-6,944;-0,643;10,535
"good";1,863;-0,017;-1,559
"frontiers";0,034;-0,092;0,003
"extracción";24,659;-7,676;-7,438
"especificidad";27,661;-11,284;-6,514
"escaso";0,163;0,594;-1,019
"does";4,608;-0,693;-2,155
"discriminatorio";13,333;5,374;-29,731
"deportivo";15,42;-1,843;-7,931
"demostración";15,346;-7,676;-2,851
"course";-0,093;3,842;-1,559
"convergencia";-11,193;-1,983;19,62
"comunicarse";2,522;-1,521;-0,357
"acumular";12,413;-0,734;-7,912
"xx";64,077;-8,707;-31,311
"service";0,886;-1,155;-0,007
"rey";10,127;-2,386;-3,727
"policies";-2,43;24,803;-5,748
"periodístico";8,949;-0,94;-4,824
"numérico";32,74;-8,484;-11,315
"itinerario";-10,684;-2,86;20,951
"iot";3,679;-2,481;-0,427
"interdisciplinarios";-37,162;5,749;17,157
"interdisciplinaria";-35,86;2,462;22,008
"interactividad";-8,538;-13,405;33,559
"incentivo";-7,378;21,864;-1,019
"forum";0,329;-0,29;-0,02
"fluir";2,083;-4,659;0,077
"estético";2,15;-2,227;-0,074
"esperanza";31,807;-4,284;-15,599
"engagement";0,748;-3,696;0,442
"early";3,446;-1,155;-0,977
"dilema";2,714;1,92;-7,448
"council";-0,373;6,403;-1,955
"consultor";-0,247;28,064;-13,696
"confiabilidad";-11,706;-0,021;12,288
"concentración";8,982;1,533;-15,599
"complicado";51,308;-4,659;-29,038
"alan";79,928;-12,018;-37,383
"agradecimientos";-3,417;58,006;-17,612
"abandono";-6,602;-3,735;16,609
"vygotsky";19,575;-7,153;-5,138
"trans";-7,43;1,942;2,553
"sanitario";6,093;0,06;-6,971
"respectivamente";71,528;-9,154;-35,819
"requerimiento";-2,205;-2,538;7,465
"repercusión";-0,935;6,561;-1,143
"recuperación";-2,49;0,508;0,999
"realismo";14,494;-6,607;-3,019
"prensa";7,311;1,82;-14,038
"premio";36,56;-3,201;-20,928
"perseguir";-15,009;0,333;11,438
"perfeccionar";-1,755;-5,966;10,535
"ob";-0,55;-3,377;4,795
"neutral";8,102;-1,315;-3,658
"mezcla";61,068;-8,261;-29,896
"mantenimiento";-10,181;9,413;0,537
"lluvia";46,459;-12,943;-15,256
"javier";0,167;2,236;-2,524
"https";-0,14;7,995;-3,486
"haz";55,066;-11,786;-21,484
"garantía";-13,568;136,086;-31,179
"ficha";27,153;-6,183;-10,206
"espacial";19,891;-9,154;-4,097
"equipar";-12,498;0,096;10,608
"entero";26,125;-1,983;-15,599
"división";1,719;30,618;-32,248
"diverso";-3,418;-0,225;4,871
"diante";-1,516;-11,513;15,255
"create";10,708;-0,504;-7,185
"cocina";83,004;-12,48;-38,822
"católico";-4,467;48,124;-11,538
"castañeda";-6,854;5,919;0,447
"best";2,657;0,015;-2,932
"auge";-0,192;-0,557;1,052
"amor";46,887;-7,374;-21,484
"vs";1,268;-0,01;-1,077
"trends";6,144;-0,924;-2,874
"tico";0,008;-1,983;1,052
"subjetivo";0,707;-11,055;3,234
"revolucionar";-19,383;-5,763;39,217
"restringir";0,383;-0,007;-0,298
"resiliencia";-16,435;13,62;1,201
"prompting";2,059;-7,853;0,634
"power";6,911;-0,546;-4,079
"ph";8,009;-1,366;-3,53
"perfecto";58,644;-11,284;-24,292
"oculto";31,943;-5,973;-13,435
"nodo";35,2;-7,817;-13,435
"mind";4,834;-0,097;-3,731
"lab";12,449;-1,235;-6,844
"inteli";0,707;0,142;-1,28
"instalar";18,795;-3,916;-7,448
"images";9,218;-0,346;-6,466
"estudiantem";-38,443;7;16,395
"estable";5,419;0,956;-9,488
"especí";0,531;-7,247;1,984
"einstein";61,473;-9,243;-28,751
"documentar";-2,465;2,616;0,076
"desplazar";11,518;-1,048;-6,514
"deseable";0,038;24,81;-17,111
"composición";22,834;-6,395;-7,469
"cerrado";11,518;-4,1;-3,098
"bre";-3,411;-1,706;8,2
"borrador";9,762;-2,538;-3,366
"boletín";-12,267;106,723;-22,153
"asesor";0,171;12,235;-10,099
"adaptativos";-29,809;-7,461;57,329
"watch";19,538;-1,093;-12,618
"up";2,66;-0,097;-1,875
"tráfico";59,81;-6,819;-31,311
"sintético";26,779;-8,484;-7,962
"sentar";0,913;6,149;-8,464
"selwyn";-0,759;0,199;0,261
"reproducción";-4,989;24,356;-2,867
"relleno";5,331;-3,288;-0,727
"puerto";-1,459;30,252;-9,964
"prioritario";-15,406;52,292;-3,366
"predictiva";-0,55;-2,227;3,672
"plato";78,39;-11,786;-36,663
"pistar";17,715;-8,707;-3,366
"liu";-8,651;-0,691;12,762
"invitación";-3,411;5,736;-0,004
"instrumental";-11,503;-0,019;12,038
"indebido";-11,443;68,054;-10,099
"holístico";-28,527;9,413;8,2
"especialización";-2,738;1,72;0,362
"espe";-11,968;-2,698;22,352
"daniel";15,324;-0,007;-14,524
"cuestionamiento";-14,453;0,415;10,608
"cruz";6,224;0,55;-9,358
"candidato";15,506;-2,538;-6,973
"blogs";1,965;-1,296;-0,238
"aptitud";-22,453;4,581;9,005
"ansiedad";3,128;-5,162;0,002
"alum";-2,788;-9,154;16,395
"abandonar";23,745;-7,033;-7,448
"2023b";-0,063;14,797;-7,822
"safety";-2,604;17,321;-2,874
"residir";0,092;-13,405;6,746
"professional";-1,302;3,842;-0,177
"preliminar";-0,285;-0,11;0,627
"pie";53,174;-3,916;-32,019
"muestra";36,56;-6,183;-16,182
"localización";21,416;-8,484;-5,197
"listado";25,548;-6,395;-9,039
"interactive";4,842;-1,386;-1,559
"insumo";1,149;-1,442;-0,012
"inclusivas";-31,47;5,736;13,414
"incentivar";-33,907;20,395;4,818
"gobernar";-0,285;44,987;-22,846
"fun";-0,842;0,425;0,155
"fortalecimiento";-36,486;24,63;4,23
"eurekai";-26,301;9,755;6,808
"estrechamente";-10,181;0,142;8,2
"du";2,862;-3,33;-0,054
"disparidad";-5,685;45,821;-8,972
"despertar";1,232;-7,033;0,999
"corporativo";-8,222;38,823;-4,371
"consciencia";28,844;-3,028;-15,555
"collaborative";-1,953;-0,693;4,176
"coeficiente";24,663;-7,595;-7,503
"charla";5,341;-0,331;-3,366
"ceder";24,663;-0,389;-19,595
"apunte";35,2;-3,028;-20,261
"activar";0,005;-0,06;0,016
"aborden";-25,728;25,876;0,999
"working";-1,953;4,517;-0,089
"tivas";-6,261;0;6,069
"testimonio";-1,036;-4,767;7,489
"tecnolo";-21,834;10,567;4,23
"tam";-11,443;-3,735;23,828
"tac";0,02;-5,763;3,101
"state";0,932;0,418;-2,155
"set";0,748;-3,696;0,442
"scopus";15,324;-3,494;-5,755
"rrollo";-36,486;6,584;15,633
"rango";43,608;-12,48;-14,038
"quinto";4,073;-0,642;-1,865
"puntaje";2,94;8,561;-16,118
"proveer";-0,13;-2,075;2,242
"posiblemente";11,53;-1,572;-5,626
"posgrado";-4,933;10,161;-0,104
"multiplicar";24,023;-3,555;-11,315
"llms";-0,009;-6,933;4,741
"ligar";-0,711;0,262;0,185
"informacional";-8,398;96,873;-24,197
"guardar";37,927;-1,315;-26,98
"glosario";-0,247;24,356;-11,655
"fluidez";8,141;-8,707;-0,242
"fijo";10,628;-4,964;-2,151
"felicidad";53,27;-7,171;-26,132
"elevado";21,416;-3,555;-9,565
"dominante";6,668;1,259;-11,879
"dibujar";53,858;-9,909;-22,846
"comportar";11,53;-0,055;-10,099
"cocreación";-30,176;-0,737;37,48
"catálogo";1,33;-3,028;0,055
"castellano";39,636;-1,881;-26,547
"c3";-0,745;28,062;-11,14
"books";9,004;-0,276;-6,539
"baker";-9,139;-1,679;16,168
"auditoría";-16,358;59,13;-4,323
"abanico";-4,109;-2,538;10,69
"whatsapp";65,505;-8,994;-31,87
"turnitin";25,441;-8,766;-7,044
"timar";5,398;-0,005;-5,048
"tante";-3,407;2,616;0,301
"susceptible";10,647;-0,072;-9,123
"soportar";-6,172;12,911;-0,146
"sonoro";46,887;-9,451;-18,932
"sis";-0,664;-0,468;1,82
"semiconductor";-3,085;26,906;-5,594
"rutina";-2,751;-4,376;10,885
"rostro";79,928;-12,018;-37,383
"puntual";0,407;-3,377;0,676
"perso";-0,088;-0,737;0,946
"pearson";8,747;-3,136;-2,337
"midjourney";65,505;-11,324;-28,682
"micro";-3,805;0,195;2,506
"lidad";-6,172;-0,266;8,236
"khan";-1,265;-7,398;10,676
"inmenso";4,691;-2,381;-0,855
"historial";30,134;-8,039;-10,206
"hallar";4,691;-1,442;-1,429
"futuroscapítulo";-7,911;-2,52;16,348
"financiamiento";-11,727;63,589;-8,519
"exigencia";-17,021;4,944;5,418
"divulgación";-0,408;5,737;-1,595
"disfrutar";29,314;-0,849;-21,484
"destreza";-0,217;-1,315;1,875
"dependiente";-0,182;13,25;-6,041
"department";-1,9;0,884;0,386
"contratación";-0,036;2,616;-1,193
"comida";76,852;-11,555;-35,944
"cl";-13,333;114,962;-23,704
"bid";-8,587;102,55;-26,132
"being";-0,047;0,418;-0,089
"atribuir";7,36;-0,266;-5,197
"asia";7,972;8,551;-26,132
"anuncio";48,347;-7,595;-22,164
"acorde";-9,19;4,944;1,547
"versus";2,862;1,022;-6,132
"vacío";0,407;5,329;-6,049
"uti";0,984;-7,595;1,436
"telefónico";40,183;-1,366;-28,682
"sustituto";-15,853;-12,48;45,443
"siquiera";61,068;-6,395;-32,962
"similitudes";7,265;-2,856;-1,777
"sensibilidad";10,669;-1,501;-5,138
"second";-2,604;0,102;1,812
"santiago";-2,048;28,292;-7,796
"ried";-0,047;-0,693;0,762
"rapidez";2,15;-0,642;-0,67
"prohibición";-0,101;16,823;-8,591
"montevideo";-3,948;82,629;-27,313
"long";-9,673;-0,368;12,686
"lento";15,606;1,618;-24,214
"introduction";-0,349;2,561;-0,464
"interior";32,5;-2,687;-18,932
"instruction";-1,854;-0,092;2,525
"indio";3,559;12,182;-21,453
"image";36,509;-6,931;-15,232
"herramien";-8,703;-3,377;19,162
"graduar";-1,864;0,901;0,362
"fake";6,32;-1,9;-1,959
"extremadamente";16,782;-6,183;-4,371
"exactamente";70,001;-10,367;-32,962
"escape";-0,015;-4,758;3,421
"ense";-28,884;-3,201;45,443
"ejemplificar";1,448;-3,427;0,075
"cualidad";2,527;-6,183;0,155
"convencer";18,028;-5,973;-5,164
"continuidad";-3,409;10,789;-0,594
"constatar";-0,007;-6,183;4,199
"constar";4,073;-2,227;-0,67
"campaña";3,813;-0,644;-1,688
"apa";11,661;-0,644;-7,552
"varón";76,469;-9,909;-38,102
"transformer";68,787;-11,093;-31,152
"reemplazo";-8,892;-4,183;20,916
"recompensa";-0,043;-9,223;6,808
"raza";0,293;16,823;-14,312
"progresivo";-9,897;-0,002;9,943
"presidente";11,884;7,337;-30,909
"preservación";-5,828;8,581;0,005
"placer";0,414;-0,014;-0,296
"piscitelli";51,742;-6,944;-25,415
"permiso";16,782;2,882;-29,189
"paradigmas";-21,95;-0,072;23,567
"nlp";49,09;-10,861;-18,779
"moderar";4,608;-2,075;-0,974
"metodológica";-10,961;-2,356;20,206
"meter";5,114;-3,992;-0,435
"medical";-0,349;2,561;-0,464
"mccarthy";63,011;-9,474;-29,471
"matrícula";1,628;-1,781;-0,043
"mario";4,842;-0,017;-4,311
"intercambiar";5,882;-0,002;-5,602
"infinito";56,564;-7,595;-27,777
"hu";2,202;-0,157;-1,337
"government";0,374;1,843;-2,824
"gestor";-0,118;1,621;-0,445
"disminución";-7,747;-3,028;17,098
"corporación";0,192;28,095;-21,43
"confusión";49,81;-7,817;-22,846
"competir";2,527;-0,156;-1,595
"cit";0,125;1,638;-1,858
"circular";43,608;-6,183;-20,928
"atribución";0,828;4,123;-6,295
"association";-1,9;8,965;-1,008
"adobe";6,304;-5,62;-0,374
"adaptándose";-18,149;-8,039;41,798
"wolfram";-0,897;-10,63;12,385
"visualmente";1,33;-12,249;2,649
"vender";67,036;-11,555;-29,395
"vasto";-6,261;-0,468;9,124
"union";-1,581;11,159;-1,955
"tura";1,157;-8,994;1,711
"trascender";-11,194;-1,073;17,098
"stress";0,448;-1,692;0,134
"standards";-2,43;24,803;-5,748
"sexo";29,831;-3,613;-15,264
"sede";7,151;2,725;-15,652
"salto";18,422;-5,139;-6,043
"reality";0,187;-0,924;0,11
"rea";0,293;-2,687;0,579
"parental";30,639;-2,68;-17,545
"normal";15,236;-0,235;-12,137
"non";-2,604;0,102;1,812
"networks";13,826;-2,079;-6,466
"mate";-0,001;-3,992;2,601
"lucha";9,75;3,096;-20,128
"ins";-4,989;20,91;-1,978
"ing";1,863;0,836;-4,311
"incierto";-0,506;-5,763;6,784
"huella";29,314;-1,639;-18,932
"holística";-30,655;1,329;20,916
"grabación";39,365;-11,786;-12,244
"governance";-2,43;10,042;-0,929
"gencia";0,065;0,761;-0,89
"formadores";-30,655;-0,072;32,471
"fn";59,935;-9,012;-28,032
"filósofo";31,751;-3,427;-16,956
"filtro";33,846;-7,595;-12,837
"fi";-1,774;0,274;0,82
"equivocar";52,375;-7,595;-24,892
"ende";-17,55;18,007;0,627
"educause";-3,628;2,96;0,276
"dewey";-2,048;1,231;0,291
"cruzar";9,766;-3,242;-2,792
"contestar";35,2;-4,376;-17,83
"cons";-4,189;-2,194;10,243
"colaborativos";-24,69;-1,781;35,756
"ben";3,394;0,079;-4,191
"bastar";9,742;-4,376;-2,064
"australia";3,476;2,971;-10,315
"violación";-14,121;143,885;-33,305
"tutoring";-0,346;-1,617;2,525
"sesgados";31,161;-1,501;-20,805
"saber|ser";38,76;-4,933;-19,452
"respectivo";-0,572;1,414;-0,037
"posicionar";-7,279;0,195;5,398
"perceptrón";67,624;-10,168;-31,628
"núcleo";-4,584;21,976;-2,525
"nc";0,919;2,667;-5,029
"nations";-0,791;5,579;-0,977
"muñoz";-6,511;0,01;5,997
"legítimo";-3,417;42,485;-11,072
"intrínseco";-19,371;-2,856;32,471
"interactuamos";0,293;-7,374;2,601
"intensivo";-0,618;5,753;-1,253
"faceta";2,152;-4,524;0,053
"excluir";0,502;2,274;-3,593
"exacerbar";-19,371;123,256;-19,595
"estimación";17,097;0,05;-18,271
"determinación";0,02;1,329;-1,106
"desacuerdo";12,269;-2,757;-4,65
"dania";79,928;-12,018;-37,383
"círculo";26,722;-5,139;-11,072
"comando";59,402;-9,451;-27,072
"clima";0,437;-0,744;0,001
"aprendientes";-20,874;-0,987;28,231
"apple";60,914;-8,309;-29,717
"viajar";71,86;-9,223;-35,944
"tecnologia";19,078;-0,561;-13,949
"synthesia";22,913;-8,309;-6,057
"suscitar";-5,404;9,152;-0,008
"similitud";29,314;-11,786;-7,007
"silva ";-5,485;0,159;4,02
"security";0,919;2,667;-5,029
"scale";0,034;-0,092;0,003
"safe";-0,047;4,517;-2,155
"romper";7,222;-2,52;-1,978
"rector";-2,411;31,432;-8,405
"reading";6,892;-2,31;-1,955
"raro";43,044;-2,687;-27,072
"procurar";-5,922;10,392;-0,02
"pintura";72,238;-10,861;-33,786
"palacio";-2,372;0,615;0,819
"ost";-2,726;84,124;-31,628
"oscuro";56,294;-6,274;-29,717
"organization";-3,023;20,569;-3,486
"merecer";-2,146;5,325;-0,141
"iteración";-0,324;-4,933;5,393
"inspiración";5,041;-1,366;-1,688
"home";9,004;-0,276;-6,539
"grupal";0,904;-5,346;0,789
"entusiasmo";0,065;-9,451;4,756
"eléctrico";33,781;-4,728;-16,303
"ec";-3,907;33,761;-6,973
"drive";33,475;-6,469;-13,834
"don";26,576;-4,463;-11,803
"dislexia";7,151;-8,309;-0,135
"cuidar";-0,149;6,208;-2,525
"corte";0,474;1,846;-3,088
"consecución";-29,354;36,267;0,362
"colaborativas";-18,758;-7,374;41,482
"claudia";-3,023;1,254;0,699
"cien";1,871;-0,191;-1,019
"bravo";-2,604;1,672;0,331
"bién";-12,049;-3,992;25,207
"asegúrate";0,904;-0,019;-0,693
"anunciar";13,649;0,024;-14,312
"ampliación";-10,142;11,452;0,227
"alonso";0,057;0,712;-0,817
"variante";24,601;-8,081;-7,098
"vargas";-4,161;2,461;0,607
"trasladar";10,669;-0,25;-8,068
"sevilla";-0,096;-0,58;0,828
"preocupante";0,904;5,753;-8,068
"policial";-13,927;18,247;0,1
"oei";-10,311;103,479;-23,718
"noche";68,787;-11,093;-31,152
"monterrey";-5,144;32,439;-5,111
"mexicano";-12,155;106,677;-22,285
"matiz";0,1;-2,194;0,737
"margen";8,009;-0,191;-6,043
"lucro";-5,922;89,234;-25,663
"interuniversitaria";-7,814;-0,035;8,507
"gob";-5,234;77,923;-22,28
"finlandia";1,179;2,653;-5,594
"field";0,187;-0,924;0,11
"enfatizar";-29,354;2,802;16,348
"eliminación";9,75;1,056;-15,264
"discernir";-0,043;-7,153;5,393
"diapositiva";25,08;-7,626;-7,707
"correlación";1,779;-8,538;0,983
"considerado";0,007;5,753;-3,92
"competer";-23,723;43,059;-0,135
"canva";9,829;-9,936;-0,374
"ble";-0,063;0,04;0,008
"analista";0,241;-0,191;-0,02
"zar";-22,779;-3,613;38,856
"wikipedia";50,71;-7,625;-23,718
"tren";64,548;-9,705;-30,19
"trastorno";21,667;-8,081;-5,579
"tados";-1,597;21,976;-6,043
"surgimiento";-0,748;-1,236;3,016
"ruido";51,738;-7,626;-24,414
"repositorio";3,679;-0,368;-2,017
"regir";-0,283;26,814;-12,754
"recopilan";-0,461;1,056;-0,02
"question";0,187;2,561;-2,874
"psicólogo";29,056;-6,274;-11,278
"perfectamente";18,422;-6,933;-4,703
"parir";0,379;31,992;-25,875
"pared";22,051;-3,92;-9,52
"octaedro";-0,681;2,236;-0,134
"nido";0,375;-8,766;3,016
"murcia";-2,792;20,497;-3,717
"metodológicas";-18,828;-0,093;20,623
"mediador";-6,491;-3,242;15,599
"journalism";0,187;2,561;-2,874
"investi";-3,805;0,665;1,657
"innova";-24,805;7,337;7,788
"indagación";-6,033;-4,524;16,952
"guidelines";-0,047;0,418;-0,089
"grupales";-10,748;-2,879;21,081
"ga";-0,897;0;0,883
"feliz";62,644;-7,853;-31,628
"dorar";7,244;-2,481;-2,017
"distinción";0,1;0;-0,098
"diagnóstica";47,164;-8,549;-20,161
"desarro";-9,11;-0,191;11,13
"darle";29,831;-8,994;-9,228
"curioso";36,561;-8,994;-13,084
"conversar";35,168;-11,093;-10,495
"competitividad";-25,011;16,533;3,016
"ciales";-0,149;-1,366;1,711
"button";-9,657;1,313;4,718
"brown";0,579;-2,386;0,22
"avatar";19,552;-9,474;-3,782
"amplificar";-14,587;60,287;-5,576
"alternativo";-0,149;-8,994;7,6
"alpha";0,315;-8,309;2,976
"abordarse";-22,779;33,478;0,022
"ánimo";3,129;5,791;-13,375
"without";0,932;0,418;-2,155
"vocacional";-3,456;2,361;0,392
"value";3,446;-1,155;-0,977
"trust";0,919;-1,617;0,003
"transitar";-0,748;-1,236;3,016
"transferir";0,068;-10,63;5,397
"startups";1,179;26,906;-26,849
"stable";39,863;-8,78;-15,29
"signi";17,74;-7,853;-3,822
"satisfactorio";-0,002;-3,06;2,034
"restar";22,548;-4,933;-8,684
"presuponer";-0,21;14,482;-6,546
"preservar";0,019;0,195;-0,238
"planning";-0,349;-0,924;1,812
"permitiéndoles";-12,418;-8,766;34,047
"pablar";2,712;4,076;-10,432
"order";0,932;0,418;-2,155
"opor";-26,754;-0,379;31,498
"obvio";35,928;-6,274;-15,652
"nales";-0,748;2,182;-0,098
"multimodal";0,041;-9,012;4,727
"miao";-15,395;56,198;-4,186
"main";5,542;-0,346;-3,486
"je";0,147;-8,081;3,499
"intuición";24,171;-10,861;-5,12
"interpersonal";-0,939;-2,386;4,764
"instalación";5,628;-0,057;-4,675
"implantación";-11,857;17,466;0,011
"habitualmente";28,509;-4,933;-12,477
"grammarly";1,684;-8,318;0,994
"generalizado";-10,423;2,182;4,119
"focus";0,187;2,561;-2,874
"facer";17,393;-4,62;-5,909
"extraordinario";11,721;-4,728;-2,792
"explotación";-0,21;17,466;-8,147
"estricto";-16,932;78,747;-8,684
"escriba";54,871;-4,933;-31,152
"desaparecer";24,171;-3,242;-11,875
"day";1,783;-0,206;-0,929
"contextualización";-5,584;-0,304;7,715
"concretamente";-3,805;-0,462;6,103
"comisión europea";0,313;21,779;-18,044
"codificar";37,341;-10,861;-11,875
"civilización";24,284;-3,33;-11,821
"ñanza";-30,619;-4,728;51,892
"universalidad";-15,74;114,962;-20,755
"torrejuana";-5,144;98,892;-31,628
"telecomunicación";4,135;19,328;-30,19
"technical";0,187;0,102;-0,464
"sustitución";-3,432;-1,881;8,533
"subtítulos";4,901;-10,399;0,129
"sonar";62,444;-10,861;-27,258
"simultáneamente";4,97;-1,109;-1,891
"sesgar";3,728;0,665;-6,546
"risk";-0,013;10,042;-5,748
"rios";-1,56;0,801;0,28
"quehacer";-14,003;0,005;13,35
"pizarra";41,079;-10,861;-14,001
"parlamento";-10,003;115,209;-28,751
"ola";8,886;-0,552;-5,594
"neural";16,898;-2,541;-7,904
"nece";-8,101;-4,728;20,623
"nadar";1,071;-3,242;0,16
"mienta";-9,363;-8,309;28,231
"mento";0,019;17,466;-11,875
"mentación";-21,508;-3,242;36,244
"madre";46,114;-8,081;-20,054
"leonardo";29,676;-6,717;-11,197
"laura";6,687;-0,11;-5,287
"kit";-4,917;1,659;1,386
"kaufman";4,479;-0,11;-3,365
"izquierda";61,473;-9,243;-28,751
"interamericano";-14,585;125,603;-25,875
"inteligen";-0,002;-4,524;2,976
"insuficiente";-6,491;1,414;2,506
"increíble";53,363;-8,538;-24,257
"idc";45,845;-3,722;-26,849
"ic";-0,162;-2,481;2,708
"hincapié";-3,072;23,005;-4,242
"herrera";-1,9;0,884;0,386
"favorable";-3,84;4,924;0,034
"fallar";29,056;-3,06;-15,652
"estímulo";9,766;-8,538;-0,614
"equilibrado";-18,828;-0,462;23,397
"educaixa";-0,052;13,326;-7,098
"dores";-3,805;-2,036;9,376
"culture";-1,302;3,842;-0,177
"comúnmente";30,4;-6,493;-11,875
"compe";-27,36;-0,552;33,302
"cg4";-24,367;3,751;11,276
"cen";-3,456;5,373;0
